"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d"," -ESI EIC(766.1074) Scan Frag=175.0V E_N_0_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d" ,"1" ,4.639,4.842,5.221,106.16,685.15,100.00,100.00,100.00,0.108,,0.00,0.00,,,,,0.00,0.00,0.53,244.91,,3.18,  ,156.9865,,,,,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d"," -ESI EIC(766.1074) Scan Frag=175.0V E_N_1_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d" ,"1" ,4.548,4.807,5.503,3073.12,14501.55,100.00,100.00,100.00,0.142,,0.00,0.00,,,,,0.00,0.00,0.62,2811.07,,,  ,156.9865,,,,,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d"," -ESI EIC(766.1074) Scan Frag=175.0V E_N_2_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d" ,"1" ,4.550,4.845,5.388,198.38,1072.74,100.00,100.00,100.00,0.132,,298.68,0.00,,,,,62.25,0.00,0.26,0.00,,,  ,156.9865,,,,,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_3_20x.d"," -ESI EIC(766.1074) Scan Frag=175.0V E_N_3_20x.d "
"No integration results available"
"F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d"," -ESI EIC(766.1074) Scan Frag=175.0V E_N_4_20x.d "
