"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V E_N_0_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d" ,"1" ,3.684,4.321,4.776,810,921,100.00,100.00,100.00,1.092,,0,0,0,0,,810,,51.24,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V E_N_1_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d" ,"1" ,3.582,4.192,4.702,1581,1917,100.00,100.00,100.00,1.120,,0,0,0,0,,1581,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V E_N_2_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d" ,"1" ,3.583,4.127,4.720,496,618,100.00,100.00,100.00,1.136,,0,0,0,0,,496,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_3_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V E_N_3_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_3_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_3_20x.d" ,"1" ,3.655,4.209,4.692,546,500,100.00,100.00,100.00,1.037,,0,0,0,0,,546,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V E_N_4_20x.d "
"F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d" ,"1" ,3.607,4.150,4.616,992,777,100.00,100.00,100.00,1.009,,0,0,0,0,,992,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\N_N_0_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V N_N_0_20x.d "
"F:\2204-2304\RC\220902_Pyc\N_N_0_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\N_N_0_20x.d" ,"1" ,3.760,4.148,4.620,477,313,100.00,100.00,100.00,0.859,,0,0,0,0,,477,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V N_N_1_20x.d "
"F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d" ,"1" ,3.751,4.184,4.793,710,772,100.00,100.00,100.00,1.042,,0,0,0,0,,710,,,MM,,,,,M,,,,,,,,

"F:\2204-2304\RC\220902_Pyc\N_N_2_20x.d"," -ESI EIC(117.0188) Scan Frag=175.0V N_N_2_20x.d "
